invoice_number,customer_name,due_date,total,balance,status,payment_mode,organization
INV-060713,"Denton County Electric Cooperative, Inc., d/b/a CoServ Electric",2025-05-03,5077.1,0.0,paid,N/A,GoFleet Corporation
INV-060712,Conservation Halton,2025-05-03,716.71,0.0,paid,N/A,GoFleet Corporation
INV-060711,"CoServ Gas, Ltd., d/b/a CoServ Gas",2025-05-03,2740.53,0.0,paid,N/A,GoFleet Corporation
INV-060710,HDATP: The Service Company,2025-05-03,81.7,81.7,sent,N/A,GoFleet Corporation
INV-060709,Scioto Valley,2025-05-03,192.0,0.0,paid,N/A,GoFleet Corporation
INV-060708,Primus Natural Stone,2025-05-03,173.04,0.0,paid,N/A,GoFleet Corporation
INV-060707,Core Tech,2025-05-03,657.14,0.0,paid,N/A,GoFleet Corporation
INV-060706,Dream Industrial LP,2025-05-03,158.2,158.2,sent,N/A,GoFleet Corporation
INV-060705,Nature Fresh Inc,2025-05-03,2723.87,2723.87,sent,N/A,GoFleet Corporation
INV-060704,School District 23 (Kelowna),2025-05-03,5877.76,5877.76,sent,N/A,GoFleet Corporation
INV-060703,Venue Vision Media Systems- (Gofleet reseller),2025-05-03,1819.3,1819.3,sent,N/A,GoFleet Corporation
INV-060702,Mercedes-Benz Maple,2025-05-03,47.35,47.35,sent,N/A,GoFleet Corporation
INV-060701,Pennine Security Solutions,2025-05-03,151.98,0.0,paid,N/A,GoFleet Corporation
INV-060700,Goodwill Industries of Alberta,2025-05-03,147.0,147.0,sent,N/A,GoFleet Corporation
INV-060699,Rogue Inc,2025-05-02,3073.6,3073.6,sent,N/A,GoFleet Corporation
INV-060698,Hastings Utilities Contracting,2025-05-02,1683.7,1683.7,sent,N/A,GoFleet Corporation
INV-060697,Foss National Leasing Ltd.,2025-05-02,1875.8,1875.8,sent,N/A,GoFleet Corporation
INV-060696,Foss National Leasing Ltd.,2025-05-02,1691.61,1691.61,sent,N/A,GoFleet Corporation
INV-060695,McCrea's ClimateCare,2025-05-02,226.0,0.0,paid,N/A,GoFleet Corporation
INV-060694,Upper Canada Forestry,2025-03-11,7871.02,7871.02,void,N/A,GoFleet Corporation
INV-060693,Lux Car Hire Corp,2025-05-02,395.5,395.5,sent,N/A,GoFleet Corporation
INV-060692,Solution Tel,2025-05-02,480.38,0.0,paid,N/A,GoFleet Corporation
INV-060691,Dufferin Peel Catholic District School Board,2025-05-02,435.05,435.05,sent,N/A,GoFleet Corporation
INV-060690,KCMO Fleet Services,2025-05-02,70.0,0.0,paid,N/A,GoFleet Corporation
INV-060689,CanCrete,2025-05-02,1783.14,1783.14,sent,N/A,GoFleet Corporation
INV-060688,Peros Masonry,2025-04-02,339.0,339.0,overdue,N/A,GoFleet Corporation
INV-060687,Starwood Landscape,2025-05-02,316.0,0.0,paid,N/A,GoFleet Corporation
INV-060686,City of Charlottetown,2025-05-02,50.0,50.0,sent,N/A,GoFleet Corporation
INV-060685,Foss National Leasing Ltd.,2025-05-02,259.9,259.9,sent,N/A,GoFleet Corporation
INV-060684,Best Line Transportation,2025-05-02,1112.0,0.0,paid,N/A,GoFleet Corporation
INV-060683,CR&R Waste,2025-05-02,0.0,0.0,paid,N/A,GoFleet Corporation
INV-060682,CR&R Waste,2025-05-02,0.0,0.0,paid,N/A,GoFleet Corporation
INV-060681,Omistaa Logistics (12231671 Canada Limited),2025-05-02,171.35,171.35,sent,N/A,GoFleet Corporation
INV-060680,CR&R Waste,2025-05-02,40.0,0.0,paid,N/A,GoFleet Corporation
INV-060679,HAZOOR SINGH TRANSPORTATION INC. O/A 2306511 ONTARIO INC.,2025-05-02,508.5,508.5,sent,N/A,GoFleet Corporation
INV-060678,Court Surface Specialists Ltd.,2025-05-02,196.62,196.62,sent,N/A,GoFleet Corporation
INV-060677,Under Pressure Mechanical Ltd,2025-05-02,402.08,402.08,sent,N/A,GoFleet Corporation
INV-060676,Silver Star Movers Inc,2025-05-02,365.0,365.0,sent,N/A,GoFleet Corporation
INV-060675,WMF Trucking LTD,2025-05-02,2935.5,2935.5,sent,N/A,GoFleet Corporation
INV-060674,Sigfusson Northern,2025-05-02,3360.0,0.0,paid,N/A,GoFleet Corporation
INV-060673,Burnbrae Farms - St. Zotique (QC),2025-05-02,523.95,523.95,sent,N/A,GoFleet Corporation
INV-060672,Bee Clean Building Maintenance- Manitoba,2025-05-02,1349.6,1349.6,sent,N/A,GoFleet Corporation
INV-060671,Lewis Motor Sales (North Bay) Inc,2025-05-02,164.42,164.42,sent,N/A,GoFleet Corporation
INV-060670,"JENOPTIK Smart Mobility Solutions, LLC",2025-05-02,622.08,0.0,paid,N/A,GoFleet Corporation
INV-060669,Miller Waste Systems,2025-04-30,32063.75,32063.75,sent,N/A,GoFleet Corporation
INV-060668,Nevada Department of Transportation (NDOT),2025-04-30,72528.75,72528.75,sent,N/A,GoFleet Corporation
INV-060667,Cascades Canada ULC,2025-05-02,516.53,0.0,paid,N/A,GoFleet Corporation
INV-060666,FNBP 55 LLC,2025-05-02,121.9,121.9,sent,N/A,GoFleet Corporation
INV-060665,Ultimate Properties and Logistics (USD),2025-05-02,12.84,0.0,paid,N/A,GoFleet Corporation
INV-060664,Morrisons Custom Feeds (USD),2025-05-02,169.95,0.0,paid,N/A,GoFleet Corporation
INV-060663,Dobbelsteyn Signs Ltd,2025-05-02,27.6,0.0,paid,N/A,GoFleet Corporation
INV-060662,8857121 Canada inc,2025-04-02,263.13,0.0,paid,N/A,GoFleet Corporation
INV-060661,F&J Trucking,2025-04-02,35.0,0.0,paid,N/A,GoFleet Corporation
INV-060660,4318617 Canada Inc,2025-05-02,24.15,0.0,paid,N/A,GoFleet Corporation
INV-060659,Sam Signs Inc,2025-05-02,51.98,0.0,paid,N/A,GoFleet Corporation
INV-060658,Kevron Recycling Incorporated,2025-05-02,27.7,0.0,paid,N/A,GoFleet Corporation
INV-060657,LY Food Inc,2025-05-02,24.86,0.0,paid,N/A,GoFleet Corporation
INV-060656,HAZOOR SINGH TRANSPORTATION INC. O/A 2306511 ONTARIO INC.,2025-05-02,438.52,0.0,paid,N/A,GoFleet Corporation
INV-060655,Hung Shing Meat Trading Ltd,2025-05-02,24.86,0.0,paid,N/A,GoFleet Corporation
INV-060654,Rocket Waste,2025-05-02,276.5,0.0,paid,N/A,GoFleet Corporation
INV-060653,GT French Paper,2025-05-02,385.95,385.95,sent,N/A,GoFleet Corporation
INV-060652,"Partners, Corp.",2025-05-02,121.56,0.0,paid,N/A,GoFleet Corporation
INV-060651,Fasttrac Freight Services,2025-05-02,197.35,0.0,paid,N/A,GoFleet Corporation
INV-060650,"Cipriano Enterprises, Inc. dba RFC Excavating & Landscape Construction",2025-05-02,53.56,0.0,paid,N/A,GoFleet Corporation
INV-060649,VED Trucking,2025-05-02,29.82,0.0,paid,N/A,GoFleet Corporation
INV-060648,Premium Property,2025-04-02,59.74,0.0,paid,N/A,GoFleet Corporation
INV-060647,Blaine Brothers,2025-05-02,2450.37,0.0,paid,N/A,GoFleet Corporation
INV-060646,Goodwill Industries Of Monocacy Valley,2025-05-02,148.32,148.32,sent,N/A,GoFleet Corporation
INV-060645,Papenfuss Trucking,2025-05-02,308.23,0.0,paid,N/A,GoFleet Corporation
INV-060644,Hawthorne Foundation Inc.,2025-05-02,590.0,590.0,sent,N/A,GoFleet Corporation
INV-060643,Lisbon Paving,2025-05-02,1864.28,0.0,paid,N/A,GoFleet Corporation
INV-060642,BentallGreenOak (Canada),2025-05-02,252.73,0.0,paid,N/A,GoFleet Corporation
INV-060641,Providence Corrosion Ltd.,2025-05-02,57.89,0.0,paid,N/A,GoFleet Corporation
INV-060640,Pristine Pools,2025-04-02,316.4,0.0,paid,N/A,GoFleet Corporation
INV-060639,Burnbrae Farms - Lyn (ON),2025-05-02,2968.51,2968.51,sent,N/A,GoFleet Corporation
INV-060638,Husky Food Importers & Distributors,2025-05-02,155.94,0.0,paid,N/A,GoFleet Corporation
INV-060637,Whitelaw Transportation Solutions,2025-05-02,101.7,101.7,sent,N/A,GoFleet Corporation
INV-060636,SASK FREIGHTLINES,2025-05-02,518.33,518.33,sent,N/A,GoFleet Corporation
INV-060635,Puro Clean Property Restoration,2025-05-02,441.41,0.0,paid,N/A,GoFleet Corporation
INV-060634,Pro North Roofing,2025-05-02,176.56,0.0,paid,N/A,GoFleet Corporation
INV-060633,Town of Whitchurch-Stouffville,2025-05-01,2020.39,2020.39,sent,N/A,GoFleet Corporation
INV-060632,Precise Logistics Inc,2025-05-01,33.9,33.9,sent,N/A,GoFleet Corporation
INV-060631,Liberty Trailer Company Inc. (USD),2025-05-01,86.37,0.0,paid,N/A,GoFleet Corporation
INV-060630,Lachance Northlands,2025-05-01,27.12,0.0,paid,N/A,GoFleet Corporation
INV-060629,Big Rich Hauling,2025-05-01,43.77,0.0,paid,N/A,GoFleet Corporation
INV-060628,Pacific RV Ventures Inc.,2025-05-01,34.65,0.0,paid,N/A,GoFleet Corporation
INV-060627,Town Taxi Inc,2025-05-01,84.75,0.0,paid,N/A,GoFleet Corporation
INV-060626,Bermuda Skyport Corporation Ltd.,2025-05-01,201.0,0.0,paid,N/A,GoFleet Corporation
INV-060625,Bracts & Pistils,2025-05-01,207.72,0.0,paid,N/A,GoFleet Corporation
INV-060624,Beneco Packaging,2025-05-01,109.98,0.0,paid,N/A,GoFleet Corporation
INV-060623,JRC Trucking LLC,2025-05-01,20.57,20.57,sent,N/A,GoFleet Corporation
INV-060622,Bank-Strox Renovation INC,2025-05-01,119.9,0.0,paid,N/A,GoFleet Corporation
INV-060621,J. O. A Transport,2025-05-01,119.92,0.0,paid,N/A,GoFleet Corporation
INV-060620,RRR Tire,2025-05-01,800.31,0.0,paid,N/A,GoFleet Corporation
INV-060619,Hugills Roll-Off Service Inc,2025-05-01,161.45,0.0,paid,N/A,GoFleet Corporation
INV-060618,St. Maarten Shipping & Stevedoring,2025-05-01,748.5,0.0,paid,N/A,GoFleet Corporation
INV-060617,Methuen Auto care,2025-05-01,292.57,0.0,paid,N/A,GoFleet Corporation
INV-060616,Qualified Equipment Services Inc.,2025-05-01,133.63,133.63,sent,N/A,GoFleet Corporation
INV-060615,Aecon Transportation West,2025-06-30,6783.0,6783.0,sent,N/A,GoFleet Corporation
INV-060614,Rethink Resource,2025-05-01,566.78,0.0,paid,N/A,GoFleet Corporation
INV-060613,Toledo Spring Service,2025-05-01,111.24,0.0,paid,N/A,GoFleet Corporation
INV-060612,Solo Foods Inc.,2025-05-01,494.76,0.0,paid,N/A,GoFleet Corporation
INV-060611,B xpress INC,2025-05-01,301.79,0.0,paid,N/A,GoFleet Corporation
INV-060610,Cariati Developers,2025-05-01,278.1,0.0,paid,N/A,GoFleet Corporation
INV-060609,RES Water Transfer,2025-05-01,1428.42,0.0,paid,N/A,GoFleet Corporation
INV-060608,Fruit Fresh Up,2025-05-01,129.84,0.0,paid,N/A,GoFleet Corporation
INV-060607,"The Barricade Company, LLC",2025-05-01,2268.06,0.0,paid,N/A,GoFleet Corporation
INV-060606,Orono Police Department,2025-05-01,164.39,0.0,paid,N/A,GoFleet Corporation
INV-060605,Bear Contracting LLC,2025-05-01,378.0,0.0,paid,N/A,GoFleet Corporation
INV-060604,human-I-T,2025-05-01,123.6,0.0,paid,N/A,GoFleet Corporation
INV-060603,HDA Truck Pride,2025-05-01,176.0,176.0,sent,N/A,GoFleet Corporation
INV-060602,Upper Grand District School Board,2025-05-01,2978.54,2978.54,sent,N/A,GoFleet Corporation
INV-060601,CITY OF CAMPBELL RIVER,2025-05-01,2521.69,2521.69,sent,N/A,GoFleet Corporation
INV-060600,Harp Security,2025-05-01,497.2,497.2,sent,N/A,GoFleet Corporation
INV-060599,Cool Check Air Conditioning,2025-05-01,196.18,0.0,paid,N/A,GoFleet Corporation
INV-060598,Serve Construction Ltd,2025-05-01,1298.99,0.0,paid,N/A,GoFleet Corporation
INV-060597,Durham District School Board,2025-05-01,2036.26,2036.26,sent,N/A,GoFleet Corporation
INV-060596,OVERHEAD DOOR CO. ST. CATHARINES LTD.,2025-05-01,182.33,0.0,paid,N/A,GoFleet Corporation
INV-060595,Je Taylor Plumbing,2025-04-01,147.0,0.0,paid,N/A,GoFleet Corporation
INV-060594,Aecon Power Services Inc.,2025-06-30,5324.1,5324.1,sent,N/A,GoFleet Corporation
INV-060593,Ram-Air Systems Inc.,2025-05-01,302.93,0.0,paid,N/A,GoFleet Corporation
INV-060592,CrownFire O/B 1704222 Ontario Inc.,2025-05-01,110.18,0.0,paid,N/A,GoFleet Corporation
INV-060591,MegaCity Concrete,2025-05-01,69.14,0.0,paid,N/A,GoFleet Corporation
INV-060590,Low-Cost Exterminators,2025-05-01,223.72,223.72,sent,N/A,GoFleet Corporation
INV-060589,Maxim Truck & Trailer,2025-05-01,30817.92,30817.92,sent,N/A,GoFleet Corporation
INV-060588,Burnbrae Farms - Mississauga (ON),2025-05-01,1736.25,1736.25,sent,N/A,GoFleet Corporation
INV-060587,Ambrosio Construction & Renovations Inc.,2025-05-01,64.44,0.0,paid,N/A,GoFleet Corporation
INV-060586,Pioneer Heavy Haul,2025-05-01,889.85,0.0,paid,N/A,GoFleet Corporation
INV-060585,Urban Garden,2025-04-01,254.25,0.0,paid,N/A,GoFleet Corporation
INV-060584,Wiens Furniture,2025-05-01,90.38,0.0,paid,N/A,GoFleet Corporation
INV-060583,Rainbow District School Board,2025-05-01,484.77,0.0,paid,N/A,GoFleet Corporation
INV-060582,Sound Seals Insulation,2025-05-01,274.08,0.0,paid,N/A,GoFleet Corporation
INV-060581,City of Yorkton,2025-05-01,28690.2,28690.2,sent,N/A,GoFleet Corporation
INV-060580,Aecon Utilities Inc,2025-06-30,53940.38,53940.38,sent,N/A,GoFleet Corporation
INV-060579,CR&R Waste,2025-04-30,60.0,60.0,sent,N/A,GoFleet Corporation
INV-060578,CR&R Waste,2025-04-30,1631.5,1631.5,sent,N/A,GoFleet Corporation
INV-060577,Caplinger Company,2025-04-30,125.0,0.0,paid,N/A,GoFleet Corporation
INV-060576,Talize,2025-03-31,51533.05,51533.05,overdue,N/A,GoFleet Corporation
INV-060575,Cascades Canada ULC,2025-04-30,31.45,0.0,paid,N/A,GoFleet Corporation
INV-060574,Longhaul Transport LLC,2025-04-30,23.69,0.0,paid,N/A,GoFleet Corporation
INV-060573,Vacu-Man Duct Cleaning Services,2025-04-30,144.64,0.0,paid,N/A,GoFleet Corporation
INV-060572,City of Nanaimo,2025-04-30,5152.27,0.0,paid,N/A,GoFleet Corporation
INV-060571,Chesterfield Trading Co,2025-04-30,226.6,0.0,paid,N/A,GoFleet Corporation
INV-060570,C&M Forwarding,2025-04-30,660.0,660.0,sent,N/A,GoFleet Corporation
INV-060569,Country Woods Transport,2025-04-30,27.06,0.0,paid,N/A,GoFleet Corporation
INV-060568,Advanced Fleet GPS,2025-04-30,1651.55,1651.55,sent,N/A,GoFleet Corporation
INV-060567,USA Distributor Inc.,2025-04-29,24.0,0.0,paid,N/A,GoFleet Corporation
INV-060566,City of Summerside,2025-04-29,521.01,521.01,sent,N/A,GoFleet Corporation
INV-060565,PRO WEST LOGISTICS INC,2025-04-29,82.44,0.0,paid,N/A,GoFleet Corporation
INV-060564,High Tech Sign & Service Inc,2025-04-29,25.99,0.0,paid,N/A,GoFleet Corporation
INV-060563,Donald L. Davidson Fuels Ltd,2025-04-29,79.67,0.0,paid,N/A,GoFleet Corporation
INV-060562,V G L Group Ltd,2025-04-29,51.98,51.98,sent,N/A,GoFleet Corporation
INV-060561,Phase 3 AV,2025-04-29,77.97,0.0,paid,N/A,GoFleet Corporation
INV-060560,Bob Bailey's Appliance,2025-04-29,216.3,0.0,paid,N/A,GoFleet Corporation
INV-060559,Emily Creek Woodworking Inc.,2025-04-29,133.86,133.86,sent,N/A,GoFleet Corporation
INV-060558,Rocky Cross Construction DKI,2025-04-29,456.75,456.75,sent,N/A,GoFleet Corporation
INV-060557,Erin Park Lexus,2025-04-29,210.01,0.0,paid,N/A,GoFleet Corporation
INV-060556,Mistik Management Ltd.,2025-04-29,3490.68,0.0,paid,N/A,GoFleet Corporation
INV-060555,Tolko Industries - Meadow Lake OSB (MLOSB),2025-04-29,5151.11,0.0,paid,N/A,GoFleet Corporation
INV-060554,Beaver Valley Environmental LLC,2025-04-29,78.03,78.03,sent,N/A,GoFleet Corporation
INV-060553,Peterson Farms Seed,2025-04-29,293.91,0.0,paid,N/A,GoFleet Corporation
INV-060552,CR&R Waste,2025-03-30,30998.0,30998.0,overdue,N/A,GoFleet Corporation
INV-060551,Transervice Logistics Inc.,2025-04-29,12101.1,12101.1,sent,N/A,GoFleet Corporation
INV-060550,HDA Truck Pride,2025-04-29,506.0,0.0,paid,N/A,GoFleet Corporation
INV-060549,Trinity Communication,2025-05-29,2440.8,2440.8,sent,N/A,GoFleet Corporation
INV-060548,Williams Form Engineering Corp.,2025-04-29,87.13,0.0,paid,N/A,GoFleet Corporation
INV-060547,Hydra Lawn & Garden Inc,2025-04-29,628.29,0.0,paid,N/A,GoFleet Corporation
INV-060546,JPD Enterprises,2025-04-29,558.6,0.0,paid,N/A,GoFleet Corporation
INV-060545,Tolko Industries LTD.,2025-04-29,4780.1,4780.1,sent,N/A,GoFleet Corporation
INV-060544,Elite Residential Concierge Services Inc.,2025-04-29,85.51,0.0,paid,N/A,GoFleet Corporation
INV-060543,D & L Fire Protection Limited,2025-04-29,101.7,101.7,sent,N/A,GoFleet Corporation
INV-060542,The Suburban Plumbing Group LLC,2025-04-28,23.0,0.0,paid,N/A,GoFleet Corporation
INV-060541,MD3 Transport LLC,2025-04-28,25.0,0.0,paid,N/A,GoFleet Corporation
INV-060540,Dedicated Transport Inc.,2025-04-28,27.12,27.12,overdue,N/A,GoFleet Corporation
INV-060539,Fastform ICF,2025-04-28,237.3,237.3,overdue,N/A,GoFleet Corporation
INV-060538,The Electronic Recycling Association (ERA),2025-04-28,128.88,128.88,overdue,N/A,GoFleet Corporation
INV-060537,Glowing Ember Enterprise Ltd,2025-03-29,37.59,0.0,paid,N/A,GoFleet Corporation
INV-060536,Mvcs Trucking Inc,2025-04-28,94.76,0.0,paid,N/A,GoFleet Corporation
INV-060535,Appalachian Oilfield Services,2025-04-28,1040.0,0.0,paid,N/A,GoFleet Corporation
INV-060534,Fairmount Global Freight LLC,2025-03-29,20.0,0.0,paid,N/A,GoFleet Corporation
INV-060533,CanCrete,2025-04-28,508.5,0.0,paid,N/A,GoFleet Corporation
INV-060532,Kenny’s trucking,2025-03-29,34.05,0.0,paid,N/A,GoFleet Corporation
INV-060531,Norden Windows and Doors Ltd,2025-04-28,112.77,0.0,paid,N/A,GoFleet Corporation
INV-060530,S&K Lock and Security Solutions LTD,2025-04-28,38.02,38.02,overdue,N/A,GoFleet Corporation
INV-060529,LLS SERVICES LLC.,2025-04-28,20.6,0.0,paid,N/A,GoFleet Corporation
INV-060528,Futech A.S.C. Inc.,2025-04-28,25.2,0.0,paid,N/A,GoFleet Corporation
INV-060527,ECD Transport,2025-04-28,26.99,0.0,paid,N/A,GoFleet Corporation
INV-060526,Night Owl Logistics Corporation,2025-04-28,52.53,0.0,paid,N/A,GoFleet Corporation
INV-060525,Normtek,2025-04-28,96.6,0.0,paid,N/A,GoFleet Corporation
INV-060524,Corebuild Construction Ltd,2025-04-28,53.08,0.0,paid,N/A,GoFleet Corporation
INV-060523,F-Fine Towing,2025-04-28,26.25,0.0,paid,N/A,GoFleet Corporation
INV-060522,Terra Contracting,2025-04-28,3773.92,0.0,paid,N/A,GoFleet Corporation
INV-060521,Sherbourne Health Center,2025-04-28,39.55,0.0,paid,N/A,GoFleet Corporation
INV-060520,Dream Industrial LP,2025-04-28,73.5,73.5,overdue,N/A,GoFleet Corporation
INV-060519,3G Packaging,2025-04-28,197.75,0.0,paid,N/A,GoFleet Corporation
INV-060518,Gentle Giant Moving Company,2025-04-28,2489.85,0.0,paid,N/A,GoFleet Corporation
INV-060517,Golden Krust Corporate Office,2025-04-28,39.14,0.0,paid,N/A,GoFleet Corporation
INV-060516,EBS Geostructural INC.,2025-03-29,350.87,350.87,overdue,N/A,GoFleet Corporation
INV-060515,Begley Overhead Doors Ltd,2025-04-28,937.9,0.0,paid,N/A,GoFleet Corporation
INV-060514,West Coast Trail Express,2025-04-28,150.36,0.0,paid,N/A,GoFleet Corporation
INV-060513,School District of Mystery Lake,2025-04-28,415.22,415.22,overdue,N/A,GoFleet Corporation
INV-060512,"Seacore Seafood, Inc.",2025-04-28,1661.1,1661.1,overdue,N/A,GoFleet Corporation
INV-060511,Town Of Oliver,2025-04-28,1178.1,1178.1,overdue,N/A,GoFleet Corporation
INV-060510,Bulletproof Hotshot,2025-04-28,355.6,0.0,paid,N/A,GoFleet Corporation
INV-060509,Gibraltar Mine,2025-03-28,3758.72,0.0,paid,N/A,GoFleet Corporation
INV-059725_,Venue Vision Media Systems- (Gofleet reseller),2025-04-02,1819.3,0.0,paid,N/A,GoFleet Corporation
INV-060508,Layten gould,2025-04-27,240.0,240.0,draft,N/A,GoFleet Corporation
INV-060507,Precise Logistics Inc,2025-04-27,678.0,0.0,paid,N/A,GoFleet Corporation
INV-060506,My M&M Transport LLC,2025-04-27,21.0,0.0,paid,N/A,GoFleet Corporation
INV-060505,Shore Shotz llc,2025-03-28,23.69,0.0,paid,N/A,GoFleet Corporation
INV-060504,MIAA express inc,2025-04-27,23.0,0.0,paid,N/A,GoFleet Corporation
INV-060503,Kruze LLC,2025-04-27,23.69,0.0,paid,N/A,GoFleet Corporation
INV-060502,Big Notes Trucking LLC,2025-04-27,14.93,0.0,paid,N/A,GoFleet Corporation
INV-060501,Advanced Industrial Group,2025-04-27,77.34,0.0,paid,N/A,GoFleet Corporation
INV-060500,Commercial Logistics 3 Corp,2025-04-27,936.0,0.0,paid,N/A,GoFleet Corporation
INV-060499,Jet Electrical Contractors Inc,2025-04-27,193.87,0.0,paid,N/A,GoFleet Corporation
INV-060498,AAA Plumbing Inc,2025-04-27,173.1,0.0,paid,N/A,GoFleet Corporation
INV-060497,Nesbitt Realty,2025-04-27,35.0,0.0,paid,N/A,GoFleet Corporation
INV-060496,LifeLink Foundation Inc.,2025-04-27,150.0,0.0,paid,N/A,GoFleet Corporation
INV-060495,SCI Funeral Services,2025-04-27,271.67,0.0,paid,N/A,GoFleet Corporation
INV-060494,B2A LLC,2025-04-27,226.08,0.0,paid,N/A,GoFleet Corporation
INV-060493,Brault Roofing,2025-04-27,81.36,81.36,overdue,N/A,GoFleet Corporation
INV-060492,TH Port a Johns,2025-04-27,75.0,0.0,paid,N/A,GoFleet Corporation
INV-060491,Haberers Interment Services,2025-04-27,415.44,0.0,paid,N/A,GoFleet Corporation
INV-060490,"Amaze-U, Inc.",2025-04-27,46.2,0.0,paid,N/A,GoFleet Corporation
INV-060489,John Zubick Limited,2025-04-27,644.1,0.0,paid,N/A,GoFleet Corporation
INV-060488,LC Construction,2025-04-27,337.6,337.6,overdue,N/A,GoFleet Corporation
INV-060487,Applewood Chevrolet Cadillac,2025-04-27,84.75,0.0,paid,N/A,GoFleet Corporation
INV-060486,MJ Vandamme Trucking,2025-04-27,2016.22,0.0,paid,N/A,GoFleet Corporation
INV-060485,Ottawa Dental Laboratory LLC,2025-04-27,1177.05,0.0,paid,N/A,GoFleet Corporation
INV-060484,Pilot Freight Services,2025-04-27,25.9,25.9,overdue,N/A,GoFleet Corporation
INV-060483,Mind and Behaviour Ltd,2025-04-27,69.94,0.0,paid,N/A,GoFleet Corporation
INV-060482,DBC Group,2025-04-27,135.96,0.0,paid,N/A,GoFleet Corporation
INV-060481,SDI Supplies,2025-04-27,249.73,249.73,overdue,N/A,GoFleet Corporation
INV-060480,R Fraser Trucking,2025-04-27,175.17,0.0,paid,N/A,GoFleet Corporation
INV-060479,Lanz Bro Corp,2025-04-27,186.45,186.45,overdue,N/A,GoFleet Corporation
INV-060478,Durham Fuels-Cooper Fuels,2025-04-27,593.25,0.0,paid,N/A,GoFleet Corporation
INV-060477,Poppacorn Corporation,2025-04-27,158.2,0.0,paid,N/A,GoFleet Corporation
INV-060476,BEWHERE INC,2025-04-27,0.0,0.0,paid,N/A,GoFleet Corporation
INV-060475,Race Transport Service,2025-04-27,199.32,0.0,paid,N/A,GoFleet Corporation
INV-060474,West Fraser Mills Ltd. (Chetwynd Forest Industries),2025-04-27,50.4,0.0,paid,N/A,GoFleet Corporation
INV-060473,Upper Canada Forestry,2025-04-26,2349.27,0.0,paid,N/A,GoFleet Corporation
INV-060472,HRC4Trans LLC,2025-04-26,23.0,0.0,paid,N/A,GoFleet Corporation
INV-059264_,Venue Vision Media Systems- (Gofleet reseller),2025-03-21,56.5,0.0,paid,N/A,GoFleet Corporation
INV-060471,Dorados Trucking LLC,2025-04-26,180.0,180.0,draft,N/A,GoFleet Corporation
INV-060470,Stidham Reconstruction & Investigation. LLC,2025-04-26,25.0,0.0,paid,N/A,GoFleet Corporation
INV-060469,Knight & Wilson Inc,2025-04-26,36.0,0.0,paid,N/A,GoFleet Corporation
INV-060468,JD logistics Inc,2025-04-26,110.78,0.0,paid,N/A,GoFleet Corporation
INV-060467,Baie Verte Peninsula Whoesalers LTD,2025-04-26,28.18,0.0,paid,N/A,GoFleet Corporation
